Location.ID,District,popgroup,Stratum,population
22490,Sinjar,idp_out_camp,Sinjar,225
32090,Sinjar,idp_out_camp,Sinjar,111
23273,Sinjar,idp_out_camp,Sinjar,285
22923,Telafar,idp_out_camp,Telafar,10
17814,Telafar,idp_out_camp,Telafar,27
28453,Telafar,idp_out_camp,Telafar,20
18262,Telafar,idp_out_camp,Telafar,17
18308,Telafar,idp_out_camp,Telafar,555
24701,Telafar,idp_out_camp,Telafar,153
28450,Telafar,idp_out_camp,Telafar,60
25687,Telafar,idp_out_camp,Telafar,37
25808,Telafar,idp_out_camp,Telafar,82
25944,Telafar,idp_out_camp,Telafar,130
25695,Telafar,idp_out_camp,Telafar,7
17134,Tilkaef,idp_out_camp,Tilkaef,119
22365,Tilkaef,idp_out_camp,Tilkaef,144
17830,Tilkaef,idp_out_camp,Tilkaef,15
24703,Tilkaef,idp_out_camp,Tilkaef,65
24637,Tilkaef,idp_out_camp,Tilkaef,22
18377,Tilkaef,idp_out_camp,Tilkaef,1557
17959,Tilkaef,idp_out_camp,Tilkaef,214
24600,Tilkaef,idp_out_camp,Tilkaef,461
23913,Balad,idp_out_camp,Balad,85
25916,Balad,idp_out_camp,Balad,90
25746,Balad,idp_out_camp,Balad,43
23920,Balad,idp_out_camp,Balad,99
25747,Balad,idp_out_camp,Balad,75
25742,Balad,idp_out_camp,Balad,76
20770,Balad,idp_out_camp,Balad,67
20771,Balad,idp_out_camp,Balad,100
20774,Balad,idp_out_camp,Balad,42
29601,Balad,idp_out_camp,Balad,30
24912,Balad,idp_out_camp,Balad,50
23140,Samarra,idp_out_camp,Samarra,100
21724,Samarra,idp_out_camp,Samarra,69
21725,Samarra,idp_out_camp,Samarra,234
20569,Samarra,idp_out_camp,Samarra,222
22474,Samarra,idp_out_camp,Samarra,62
21588,Samarra,idp_out_camp,Samarra,219
21590,Samarra,idp_out_camp,Samarra,229
23877,Samarra,idp_out_camp,Samarra,51
25518,Samarra,idp_out_camp,Samarra,49
23876,Samarra,idp_out_camp,Samarra,124
20675,Samarra,idp_out_camp,Samarra,144
22473,Samarra,idp_out_camp,Samarra,418
24247,Tikrit,idp_out_camp,Tikrit,160
28449,Tikrit,idp_out_camp,Tikrit,210
21592,Tikrit,idp_out_camp,Tikrit,165
23145,Tikrit,idp_out_camp,Tikrit,43
24212,Tikrit,idp_out_camp,Tikrit,43
25923,Tikrit,idp_out_camp,Tikrit,140
22468,Tikrit,idp_out_camp,Tikrit,216
24211,Tikrit,idp_out_camp,Tikrit,95
20618,Tikrit,idp_out_camp,Tikrit,65
22058,Tikrit,idp_out_camp,Tikrit,103
27367,Tikrit,idp_out_camp,Tikrit,20
25962,Tikrit,idp_out_camp,Tikrit,22
25866,Tooz Khurmato,idp_out_camp,Tooz Khurmato,732
25748,Tooz Khurmato,idp_out_camp,Tooz Khurmato,57
25754,Tooz Khurmato,idp_out_camp,Tooz Khurmato,559
25872,Tooz Khurmato,idp_out_camp,Tooz Khurmato,273
25752,Tooz Khurmato,idp_out_camp,Tooz Khurmato,628
20405,Tooz Khurmato,idp_out_camp,Tooz Khurmato,47
25868,Tooz Khurmato,idp_out_camp,Tooz Khurmato,297
33153,Tooz Khurmato,idp_out_camp,Tooz Khurmato,100
25870,Tooz Khurmato,idp_out_camp,Tooz Khurmato,380
10301,Al-Nasiriya,idp_out_camp,Al-Nasiriya,9
9396,Al-Nasiriya,idp_out_camp,Al-Nasiriya,15
24494,Al-Nasiriya,idp_out_camp,Al-Nasiriya,7
10259,Al-Nasiriya,idp_out_camp,Al-Nasiriya,17
21208,Al-Nasiriya,idp_out_camp,Al-Nasiriya,7
9427,Al-Nasiriya,idp_out_camp,Al-Nasiriya,15
10335,Al-Nasiriya,idp_out_camp,Al-Nasiriya,10
23683,Al-Nasiriya,idp_out_camp,Al-Nasiriya,15
10263,Al-Nasiriya,idp_out_camp,Al-Nasiriya,14
10260,Al-Nasiriya,idp_out_camp,Al-Nasiriya,28
19555,Al-Kut,idp_out_camp,Al-Kut,20
25322,Al-Kut,idp_out_camp,Al-Kut,10
27277,Al-Kut,idp_out_camp,Al-Kut,12
27275,Al-Kut,idp_out_camp,Al-Kut,20
19070,Al-Kut,idp_out_camp,Al-Kut,10
23256,Al-Kut,idp_out_camp,Al-Kut,54
27278,Al-Kut,idp_out_camp,Al-Kut,12
24786,Al-Kut,idp_out_camp,Al-Kut,10
27383,Al-Kut,idp_out_camp,Al-Kut,14
19548,Al-Kut,idp_out_camp,Al-Kut,28
25103,Al-Kut,idp_out_camp,Al-Kut,25
25106,Al-Kut,idp_out_camp,Al-Kut,25
24261,Al-Kut,idp_out_camp,Al-Kut,58
106,Zakho,returnee,Zakho,1176
23792,Al-Kaim,returnee,Al-Kaim,944
18349,Al-Baaj,returnee,Al-Baaj,352
34013,Al-Baaj,returnee,Al-Baaj,185
34069,Al-Baaj,returnee,Al-Baaj,50
34011,Al-Baaj,returnee,Al-Baaj,641
34090,Al-Baaj,returnee,Al-Baaj,23
17131,Al-Hamdaniya,returnee,Al-Hamdaniya,4100
22214,Al-Hamdaniya,returnee,Al-Hamdaniya,865
17903,Al-Hamdaniya,returnee,Al-Hamdaniya,135
29613,Al-Hamdaniya,returnee,Al-Hamdaniya,565
17386,Al-Hamdaniya,returnee,Al-Hamdaniya,220
17373,Al-Hamdaniya,returnee,Al-Hamdaniya,1000
21939,Al-Hamdaniya,returnee,Al-Hamdaniya,647
17399,Al-Hamdaniya,returnee,Al-Hamdaniya,391
22216,Al-Hamdaniya,returnee,Al-Hamdaniya,166
17376,Al-Hamdaniya,returnee,Al-Hamdaniya,936
22433,Al-Hamdaniya,returnee,Al-Hamdaniya,58
23699,Al-Hamdaniya,returnee,Al-Hamdaniya,1500
17930,Al-Hamdaniya,returnee,Al-Hamdaniya,774
18267,Al-Shikhan,returnee,Al-Shikhan,6
21648,Al-Shikhan,returnee,Al-Shikhan,25
17875,Al-Shikhan,returnee,Al-Shikhan,46
17051,Al-Shikhan,returnee,Al-Shikhan,26
17049,Al-Shikhan,returnee,Al-Shikhan,63
17045,Al-Shikhan,returnee,Al-Shikhan,100
33774,Al-Hatra,returnee,Al-Hatra,48
33859,Al-Hatra,returnee,Al-Hatra,120
22606,Al-Falluja,returnee,Al-Falluja,1180
27271,Al-Hatra,returnee,Al-Hatra,2400
33991,Al-Hatra,returnee,Al-Hatra,76
33728,Al-Hatra,returnee,Al-Hatra,50
318,Al-Falluja,returnee,Al-Falluja,2216
33393,Al-Hatra,returnee,Al-Hatra,302
33193,Al-Hatra,returnee,Al-Hatra,27
17126,Al-Hatra,returnee,Al-Hatra,920
33861,Al-Hatra,returnee,Al-Hatra,200
33265,Al-Mosul,returnee,Al-Mosul,597
33289,Al-Mosul,returnee,Al-Mosul,893
33257,Al-Mosul,returnee,Al-Mosul,942
277,Al-Kaim,returnee,Al-Kaim,1364
21201,Al-Falluja,returnee,Al-Falluja,1058
33252,Al-Mosul,returnee,Al-Mosul,1351
33404,Tilkaef,returnee,Tilkaef,45
33342,Al-Falluja,returnee,Al-Falluja,3135
31775,Al-Mosul,returnee,Al-Mosul,3000
33174,Tilkaef,returnee,Tilkaef,1203
18367,Al-Mosul,returnee,Al-Mosul,2367
31912,Al-Mosul,returnee,Al-Mosul,3300
23811,Haditha,returnee,Haditha,210
24315,Haditha,returnee,Haditha,260
21007,Al-Mosul,returnee,Al-Mosul,3538
23812,Haditha,returnee,Haditha,220
21258,Al-Mosul,returnee,Al-Mosul,2764
18372,Al-Mosul,returnee,Al-Mosul,2323
33820,Haditha,returnee,Haditha,143
21580,Al-Mosul,returnee,Al-Mosul,544
23813,Haditha,returnee,Haditha,115
18369,Al-Mosul,returnee,Al-Mosul,817
272,Al-Kaim,returnee,Al-Kaim,614
79,Haditha,returnee,Haditha,145
18009,Al-Mosul,returnee,Al-Mosul,1200
20782,Al-Mosul,returnee,Al-Mosul,494
27285,Sinjar,returnee,Sinjar,1923
33655,Sinjar,returnee,Sinjar,13
34036,Sinjar,returnee,Sinjar,119
27399,Sinjar,returnee,Sinjar,160
33998,Sinjar,returnee,Sinjar,137
34038,Sinjar,returnee,Sinjar,390
18048,Sinjar,returnee,Sinjar,650
27358,Sinjar,returnee,Sinjar,81
33651,Sinjar,returnee,Sinjar,43
24117,Haditha,returnee,Haditha,50
33873,Sinjar,returnee,Sinjar,45
23274,Sinjar,returnee,Sinjar,89
23820,Haditha,returnee,Haditha,380
27287,Sinjar,returnee,Sinjar,731
17928,Sinjar,returnee,Sinjar,1021
18016,Sinjar,returnee,Sinjar,354
17617,Telafar,returnee,Telafar,900
23817,Haditha,returnee,Haditha,214
25807,Telafar,returnee,Telafar,208
23822,Haditha,returnee,Haditha,304
24109,Haditha,returnee,Haditha,587
27304,Telafar,returnee,Telafar,963
23648,Telafar,returnee,Telafar,175
17625,Telafar,returnee,Telafar,305
34048,Telafar,returnee,Telafar,703
21264,Heet,returnee,Heet,1376
28439,Telafar,returnee,Telafar,111
18302,Telafar,returnee,Telafar,2305
33212,Telafar,returnee,Telafar,13
66,Al-Kaim,returnee,Al-Kaim,750
22446,Telafar,returnee,Telafar,425
33420,Telafar,returnee,Telafar,890
25944,Telafar,returnee,Telafar,4150
25809,Telafar,returnee,Telafar,652
27356,Telafar,returnee,Telafar,115
21603,Tilkaef,returnee,Tilkaef,930
17949,Tilkaef,returnee,Tilkaef,250
33445,Tilkaef,returnee,Tilkaef,205
24682,Tilkaef,returnee,Tilkaef,3600
17133,Tilkaef,returnee,Tilkaef,1875
33541,Al-Shikhan,returnee,Al-Shikhan,33
17602,Tilkaef,returnee,Tilkaef,220
17600,Tilkaef,returnee,Tilkaef,162
21601,Tilkaef,returnee,Tilkaef,1605
23415,Tilkaef,returnee,Tilkaef,143
21605,Tilkaef,returnee,Tilkaef,140
17788,Tilkaef,returnee,Tilkaef,500
26077,Al-Daur,returnee,Al-Daur,1219
20587,Al-Daur,returnee,Al-Daur,1485
26078,Al-Daur,returnee,Al-Daur,831
152,Heet,returnee,Heet,654
26116,Al-Daur,returnee,Al-Daur,2826
20746,Al-Daur,returnee,Al-Daur,637
20713,Al-Daur,returnee,Al-Daur,748
26080,Al-Daur,returnee,Al-Daur,586
26079,Al-Daur,returnee,Al-Daur,910
26082,Al-Daur,returnee,Al-Daur,350
26081,Al-Daur,returnee,Al-Daur,253
28420,Balad,returnee,Balad,526
25947,Balad,returnee,Balad,543
33790,Balad,returnee,Balad,399
33124,Beygee,returnee,Beygee,1045
20613,Al-Shirqat,returnee,Al-Shirqat,1049
33126,Al-Shirqat,returnee,Al-Shirqat,907
21955,Al-Shirqat,returnee,Al-Shirqat,760
20588,Al-Shirqat,returnee,Al-Shirqat,861
21347,Al-Shirqat,returnee,Al-Shirqat,164
21004,Al-Shirqat,returnee,Al-Shirqat,894
33122,Al-Shirqat,returnee,Al-Shirqat,1746
21002,Al-Shirqat,returnee,Al-Shirqat,200
33402,Al-Shirqat,returnee,Al-Shirqat,422
21349,Al-Shirqat,returnee,Al-Shirqat,445
29655,Al-Shirqat,returnee,Al-Shirqat,459
29652,Al-Shirqat,returnee,Al-Shirqat,395
33957,Heet,returnee,Heet,193
33123,Al-Shirqat,returnee,Al-Shirqat,1126
29654,Al-Shirqat,returnee,Al-Shirqat,342
100,Heet,returnee,Heet,1168
33369,Beygee,returnee,Beygee,638
23388,Beygee,returnee,Beygee,315
22581,Beygee,returnee,Beygee,459
24304,Beygee,returnee,Beygee,882
20607,Beygee,returnee,Beygee,396
33434,Beygee,returnee,Beygee,412
23647,Al-Kaim,returnee,Al-Kaim,603
23435,Beygee,returnee,Beygee,2182
20689,Beygee,returnee,Beygee,152
20720,Beygee,returnee,Beygee,1959
137,Heet,returnee,Heet,275
22813,Beygee,returnee,Beygee,650
20866,Beygee,returnee,Beygee,298
24305,Samarra,returnee,Samarra,260
33715,Samarra,returnee,Samarra,110
25742,Balad,returnee,Balad,380
33954,Heet,returnee,Heet,546
20773,Balad,returnee,Balad,510
33437,Balad,returnee,Balad,647
23056,Balad,returnee,Balad,551
20770,Balad,returnee,Balad,413
29565,Balad,returnee,Balad,5832
20767,Balad,returnee,Balad,513
20673,Samarra,returnee,Samarra,983
29539,Samarra,returnee,Samarra,2935
20674,Samarra,returnee,Samarra,832
20695,Samarra,returnee,Samarra,488
33608,Samarra,returnee,Samarra,380
25926,Samarra,returnee,Samarra,507
20752,Samarra,returnee,Samarra,2348
21473,Heet,returnee,Heet,186
25960,Tikrit,returnee,Tikrit,1155
20638,Tikrit,returnee,Tikrit,800
20666,Tikrit,returnee,Tikrit,615
33824,Heet,returnee,Heet,523
25922,Tikrit,returnee,Tikrit,2152
23848,Heet,returnee,Heet,400
21592,Tikrit,returnee,Tikrit,765
25950,Tikrit,returnee,Tikrit,530
163,Heet,returnee,Heet,1033
25949,Tikrit,returnee,Tikrit,400
22331,Tikrit,returnee,Tikrit,507
22965,Tikrit,returnee,Tikrit,130
27367,Tikrit,returnee,Tikrit,370
21357,Tikrit,returnee,Tikrit,1268
23702,Tikrit,returnee,Tikrit,1271
25961,Tikrit,returnee,Tikrit,416
33823,Heet,returnee,Heet,275
23145,Tikrit,returnee,Tikrit,750
20484,Tooz Khurmato,returnee,Tooz Khurmato,328
25754,Tooz Khurmato,returnee,Tooz Khurmato,43
23788,Al-Kaim,returnee,Al-Kaim,385
271,Al-Kaim,returnee,Al-Kaim,161
25866,Tooz Khurmato,returnee,Tooz Khurmato,2488
25868,Tooz Khurmato,returnee,Tooz Khurmato,1231
21103,Tooz Khurmato,returnee,Tooz Khurmato,169
25750,Tooz Khurmato,returnee,Tooz Khurmato,211
27234,Tooz Khurmato,returnee,Tooz Khurmato,85
20529,Tooz Khurmato,returnee,Tooz Khurmato,1485
228,Heet,returnee,Heet,1649
41,Heet,returnee,Heet,296
33953,Heet,returnee,Heet,703
23793,Al-Kaim,returnee,Al-Kaim,245
23791,Al-Kaim,returnee,Al-Kaim,459
262,Ana,returnee,Ana,254
264,Ana,returnee,Ana,288
23861,Ana,returnee,Ana,237
23859,Ana,returnee,Ana,420
200,Ana,returnee,Ana,217
29579,Al-Ramadi,returnee,Al-Ramadi,2294
133,Al-Ramadi,returnee,Al-Ramadi,1341
29561,Al-Ramadi,returnee,Al-Ramadi,1316
20939,Al-Ramadi,returnee,Al-Ramadi,1184
297,Al-Ramadi,returnee,Al-Ramadi,1994
25650,Al-Ramadi,returnee,Al-Ramadi,1702
29534,Al-Ramadi,returnee,Al-Ramadi,1601
204,Al-Ramadi,returnee,Al-Ramadi,1802
23891,Al-Ramadi,returnee,Al-Ramadi,945
33832,Al-Ramadi,returnee,Al-Ramadi,1358
113,Al-Ramadi,returnee,Al-Ramadi,1881
156,Al-Kaim,returnee,Al-Kaim,513
21086,Al-Ramadi,returnee,Al-Ramadi,1775
23023,Al-Ramadi,returnee,Al-Ramadi,2007
34016,Al-Ramadi,returnee,Al-Ramadi,1200
29475,Al-Ramadi,returnee,Al-Ramadi,5509
25441,Al-Ramadi,returnee,Al-Ramadi,1634
33302,Al-Kadhmiyah,returnee,Al-Kadhmiyah,61
32034,Al-Mahmoudiya,returnee,Al-Mahmoudiya,101
29532,Al-Mahmoudiya,returnee,Al-Mahmoudiya,118
31710,Al-Kadhmiyah,returnee,Al-Kadhmiyah,260
32036,Al-Kadhmiyah,returnee,Al-Kadhmiyah,135
22541,Al-Kadhmiyah,returnee,Al-Kadhmiyah,180
25168,Al-Kadhmiyah,returnee,Al-Kadhmiyah,311
21477,Ana,returnee,Ana,228
25163,Al-Kadhmiyah,returnee,Al-Kadhmiyah,175
22611,Al-Kadhmiyah,returnee,Al-Kadhmiyah,76
25164,Al-Kadhmiyah,returnee,Al-Kadhmiyah,238
32101,Al-Mahmoudiya,returnee,Al-Mahmoudiya,190
29525,Al-Mahmoudiya,returnee,Al-Mahmoudiya,49
33175,Al-Kaim,returnee,Al-Kaim,159
33105,Al-Mussyab,returnee,Al-Mussyab,295
29523,Al-Mahmoudiya,returnee,Al-Mahmoudiya,1050
7682,Al-Mahmoudiya,returnee,Al-Mahmoudiya,615
33109,Al-Mussyab,returnee,Al-Mussyab,175
33183,Al-Mahmoudiya,returnee,Al-Mahmoudiya,300
33107,Al-Mahmoudiya,returnee,Al-Mahmoudiya,200
33225,Al-Mahmoudiya,returnee,Al-Mahmoudiya,350
7685,Al-Mahmoudiya,returnee,Al-Mahmoudiya,106
29528,Al-Mahmoudiya,returnee,Al-Mahmoudiya,210
22382,Al-Mahmoudiya,returnee,Al-Mahmoudiya,210
33110,Al-Mussyab,returnee,Al-Mussyab,300
7350,Al-Mahmoudiya,returnee,Al-Mahmoudiya,400
33104,Al-Mahmoudiya,returnee,Al-Mahmoudiya,120
33458,Al-Kadhmiyah,returnee,Al-Kadhmiyah,94
33469,Al-Kadhmiyah,returnee,Al-Kadhmiyah,78
33478,Al-Kadhmiyah,returnee,Al-Kadhmiyah,86
33764,Al-Kadhmiyah,returnee,Al-Kadhmiyah,33
33511,Al-Kadhmiyah,returnee,Al-Kadhmiyah,91
23620,Zakho,returnee,Zakho,128
26074,Al-Khalis,returnee,Al-Khalis,135
25676,Al-Khalis,returnee,Al-Khalis,150
231,Al-Rutba,returnee,Al-Rutba,344
25669,Al-Khalis,returnee,Al-Khalis,200
233,Al-Rutba,returnee,Al-Rutba,697
11270,Al-Khalis,returnee,Al-Khalis,126
165,Al-Rutba,returnee,Al-Rutba,256
26058,Al-Khalis,returnee,Al-Khalis,271
23935,Al-Rutba,returnee,Al-Rutba,420
150,Al-Rutba,returnee,Al-Rutba,555
26075,Al-Khalis,returnee,Al-Khalis,200
25682,Al-Khalis,returnee,Al-Khalis,250
28463,Al-Khalis,returnee,Al-Khalis,90
25655,Al-Khalis,returnee,Al-Khalis,305
25678,Al-Khalis,returnee,Al-Khalis,164
167,Al-Rutba,returnee,Al-Rutba,986
25672,Al-Khalis,returnee,Al-Khalis,240
25677,Al-Khalis,returnee,Al-Khalis,127
25653,Al-Khalis,returnee,Al-Khalis,262
23888,Al-Rutba,returnee,Al-Rutba,751
166,Al-Rutba,returnee,Al-Rutba,479
25673,Al-Khalis,returnee,Al-Khalis,549
26115,Al-Muqdadiya,returnee,Al-Muqdadiya,888
10948,Al-Muqdadiya,returnee,Al-Muqdadiya,52
11179,Al-Muqdadiya,returnee,Al-Muqdadiya,350
25805,Al-Muqdadiya,returnee,Al-Muqdadiya,160
109,Ana,returnee,Ana,293
25804,Al-Muqdadiya,returnee,Al-Muqdadiya,380
25948,Al-Muqdadiya,returnee,Al-Muqdadiya,498
11355,Al-Muqdadiya,returnee,Al-Muqdadiya,312
11440,Al-Muqdadiya,returnee,Al-Muqdadiya,475
253,Ana,returnee,Ana,191
25668,Al-Muqdadiya,returnee,Al-Muqdadiya,82
26027,Al-Muqdadiya,returnee,Al-Muqdadiya,63
25657,Al-Muqdadiya,returnee,Al-Muqdadiya,205
26030,Al-Muqdadiya,returnee,Al-Muqdadiya,169
11442,Al-Muqdadiya,returnee,Al-Muqdadiya,390
11312,Al-Khalis,returnee,Al-Khalis,122
25674,Al-Muqdadiya,returnee,Al-Muqdadiya,29
31762,Khanaqin,returnee,Khanaqin,475
23799,Ana,returnee,Ana,166
31753,Khanaqin,returnee,Khanaqin,350
31749,Khanaqin,returnee,Khanaqin,200
248,Ana,returnee,Ana,184
31768,Khanaqin,returnee,Khanaqin,31
33585,Khanaqin,returnee,Khanaqin,295
249,Ana,returnee,Ana,246
32021,Khanaqin,returnee,Khanaqin,325
31761,Khanaqin,returnee,Khanaqin,425
31765,Khanaqin,returnee,Khanaqin,325
29570,Khanaqin,returnee,Khanaqin,300
31754,Khanaqin,returnee,Khanaqin,355
29630,Khanaqin,returnee,Khanaqin,340
251,Ana,returnee,Ana,207
31752,Khanaqin,returnee,Khanaqin,410
252,Ana,returnee,Ana,243
29564,Khanaqin,returnee,Khanaqin,378
31764,Khanaqin,returnee,Khanaqin,275
13500,Makhmour,returnee,Makhmour,160
13352,Makhmour,returnee,Makhmour,2226
13675,Makhmour,returnee,Makhmour,650
12461,Makhmour,returnee,Makhmour,117
13674,Makhmour,returnee,Makhmour,480
22976,Makhmour,returnee,Makhmour,270
169,Al-Falluja,returnee,Al-Falluja,2936
13516,Makhmour,returnee,Makhmour,65
33846,Makhmour,returnee,Makhmour,41
12512,Makhmour,returnee,Makhmour,65
13501,Makhmour,returnee,Makhmour,300
15006,Al-Hawiga,returnee,Al-Hawiga,81
15594,Al-Hawiga,returnee,Al-Hawiga,840
21321,Al-Falluja,returnee,Al-Falluja,1000
33287,Al-Hawiga,returnee,Al-Hawiga,218
15275,Al-Hawiga,returnee,Al-Hawiga,1513
15250,Al-Hawiga,returnee,Al-Hawiga,319
33780,Al-Falluja,returnee,Al-Falluja,110
15191,Al-Hawiga,returnee,Al-Hawiga,1519
33576,Al-Hawiga,returnee,Al-Hawiga,90
15242,Al-Hawiga,returnee,Al-Hawiga,237
24362,Al-Hawiga,returnee,Al-Hawiga,1560
14555,Beygee,returnee,Beygee,661
33291,Al-Hawiga,returnee,Al-Hawiga,96
15264,Al-Hawiga,returnee,Al-Hawiga,300
287,Al-Kaim,returnee,Al-Kaim,295
15416,Al-Hawiga,returnee,Al-Hawiga,684
15368,Al-Hawiga,returnee,Al-Hawiga,108
176,Al-Falluja,returnee,Al-Falluja,2769
15271,Beygee,returnee,Beygee,430
15614,Al-Hawiga,returnee,Al-Hawiga,164
148,Al-Falluja,returnee,Al-Falluja,2227
15674,Dibis,returnee,Dibis,15
14375,Dibis,returnee,Dibis,866
33384,Dibis,returnee,Dibis,25
15463,Dibis,returnee,Dibis,80
33383,Dibis,returnee,Dibis,40
14407,Dibis,returnee,Dibis,135
29631,Daquq,returnee,Daquq,75
15139,Daquq,returnee,Daquq,95
14864,Daquq,returnee,Daquq,25
14788,Daquq,returnee,Daquq,90
125,Al-Falluja,returnee,Al-Falluja,3662
21814,Daquq,returnee,Daquq,210
31725,Daquq,returnee,Daquq,90
33477,Daquq,returnee,Daquq,80
14786,Daquq,returnee,Daquq,120
14763,Kirkuk,returnee,Kirkuk,5500
33112,Daquq,returnee,Daquq,40
28410,Kirkuk,returnee,Kirkuk,50
31726,Kirkuk,returnee,Kirkuk,1000
15442,Kirkuk,returnee,Kirkuk,1500
14567,Daquq,returnee,Daquq,74
299,Al-Falluja,returnee,Al-Falluja,2838
21702,Kirkuk,returnee,Kirkuk,4000
31727,Kirkuk,returnee,Kirkuk,1100
14530,Kirkuk,returnee,Kirkuk,4450
14984,Kirkuk,returnee,Kirkuk,150
22289,Kirkuk,returnee,Kirkuk,1125
33467,Al-Falluja,returnee,Al-Falluja,570
24084,Kirkuk,returnee,Kirkuk,250
25556,Kirkuk,returnee,Kirkuk,3000
25708,Kirkuk,returnee,Kirkuk,85
324,Al-Falluja,returnee,Al-Falluja,871
34010,Al-Baaj,returnee,Al-Baaj,187
34014,Al-Baaj,returnee,Al-Baaj,346
33431,Al-Baaj,returnee,Al-Baaj,42
33854,Al-Baaj,returnee,Al-Baaj,275
34082,Al-Baaj,returnee,Al-Baaj,20
33856,Al-Baaj,returnee,Al-Baaj,25
34027,Al-Baaj,returnee,Al-Baaj,58
34008,Al-Baaj,returnee,Al-Baaj,357
34009,Al-Baaj,returnee,Al-Baaj,400
33915,Al-Baaj,returnee,Al-Baaj,55
22134,Al-Falluja,returnee,Al-Falluja,2121
