psu,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,COD_District,COD_Governorate,SumDist,proba,num_households,survey_buffer
33940,Al-Falluja,Amriyat Al-Fallujahsector 3,القطاع الثالث,33.141111,44.018056,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.050416484,115,6
107,Al-Falluja,Al Amiriyah,العامرية ,33.1787573,43.85698918,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.288469969,658,18
26088,Al-Falluja,Ahl Al-Ramadi 74,اهل الرمادي 74,33.14309313,44.02116816,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.028057869,64,12
26092,Al-Falluja,Al-Amirya-Al Mouilha,المويلحة,33.13698726,43.98735577,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.105655414,241,6
33941,Al-Falluja,Amriyat Al-Fallujahsector 50,قطاع الخمسين,33.1475,44.015278,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.032880316,75,6
26087,Al-Falluja,Al-Amirya-Albu Salman,البوسليمان,33.15645263,44.00187874,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.075843928,173,18
26036,Al-Falluja,Al-Amirya-Albu Jasim,البوجاسم,33.19858251,43.89964342,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.00832968,19,6
26085,Al-Falluja,Al-Amirya-Albu Jaber,البوجابر,33.12114643,44.04230199,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.095572117,218,6
33939,Al-Falluja,Amriyat Al-Fallujah sector 4,القطاع الرابع,33.145831,44.015278,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.049101271,112,6
26037,Al-Falluja,Al-Amirya-Albu Jwad,البوجواد,33.15117657,43.98967868,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.070144673,160,6
26091,Al-Falluja,Al-Amirya-Al Hmedin,الحميدين,33.15811464,43.93617748,Al-Amirya,Al-Falluja,Al-Anbar,2281,0.048224463,110,6
23853,Al-Falluja,Hay Al-Madani,الحي المدني ,33.3781144,43.59524276,Markaz Al-Falluja,Al-Falluja,Al-Anbar,2281,0.005260851,12,6
23858,Al-Ramadi,Abu Fless,ابو فليس,33.39270541,43.53247477,Al-Habbaniya,Al-Ramadi,Al-Anbar,1117,0.051029543,57,6
33826,Al-Ramadi,AL-Karama complex,مجمع الكرامه,33.0388385,43.097082,Al-Rahhaliya,Al-Ramadi,Al-Anbar,1117,0.068934646,77,18
23889,Al-Ramadi,7 Killo-al-mojamaa al-sakany,السبعة كيلو-المجمع السكني,33.41413197,43.19138708,Markaz Al-Ramadi,Al-Ramadi,Al-Anbar,1117,0.42435094,474,84
308,Al-Ramadi,5 Kilo,الخمسة كيلو,33.42115,43.24550264,Markaz Al-Ramadi,Al-Ramadi,Al-Anbar,1117,0.115487914,129,30
115,Al-Ramadi,Al Sofeya,الصوفية,33.44031066,43.32196121,Markaz Al-Ramadi,Al-Ramadi,Al-Anbar,1117,0.201432408,225,42
182,Al-Ramadi,Qadisiya-1,القادسية الاولى,33.41244969,43.2749091,Markaz Al-Ramadi,Al-Ramadi,Al-Anbar,1117,0.047448523,53,6
166,Al-Rutba,Hay Al Meethagh,حي الميثاق,33.03197354,40.29047217,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.19379845,100,18
231,Al-Rutba,Al Wadi,حي الوادي,33.03966421,40.28365262,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.166666667,86,18
165,Al-Rutba,Al Askaree,حي العسكري,33.03800189,40.30263444,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.15503876,80,12
150,Al-Rutba,Al Haara,حي الحارة,33.03761591,40.28426443,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.104651163,54,6
167,Al-Rutba,Antesar,حي الانتصار,33.03126564,40.29901479,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.122093023,63,24
23935,Al-Rutba,Al-Daraemah Village,قرية الدراعمة,33.04302668,40.38038346,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.07751938,40,18
233,Al-Rutba,Hay Al-Matar,حي المطار,33.03461084,40.28668013,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.083333333,43,6
23888,Al-Rutba,Gharb Al-Wadi,حي غرب الوادي,33.04245523,40.27803907,Markaz Al-Rutba,Al-Rutba,Al-Anbar,516,0.03875969,20,12
34002,Heet,Al-shuhdaa  1,الشهداء الاولى,33.88568,42.5227,Al-Baghdady,Heet,Al-Anbar,232,0.120689655,28,18
152,Heet,Al Muhamdee,المحمدي ,33.55951649,42.90148478,Al-Forat,Heet,Al-Anbar,232,0.280172414,65,30
312,Heet,Al-Ummal,العمال ,33.63415572,42.8268459,Markaz Heet,Heet,Al-Anbar,232,0.068965517,16,24
219,Heet,Hay Al-Jabal,الجبل ,33.63892885,42.81853543,Markaz Heet,Heet,Al-Anbar,232,0.206896552,48,24
33822,Heet,Hay- Amina,حي أمينة,33.65005,42.7969,Markaz Heet,Heet,Al-Anbar,232,0.034482759,8,6
23885,Heet,Hay Al-jamyah 2,الجمعية الثانية,33.62821377,42.84729981,Markaz Heet,Heet,Al-Anbar,232,0.060344828,14,12
857,Al-Basrah,As-safat-Al Qadima,البصرة القديمة-الصفاة,30.495005,47.81752492,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.020905923,6,6
21097,Al-Basrah,Manawi Lajim Quarter,مناوي لجم ,30.49566639,47.83856165,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.059233449,17,12
1308,Al-Basrah,Al-Baker & Al-Ahrar,البكر والاحرار,30.4999937,47.81254713,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.027874564,8,6
847,Al-Basrah,Al-meshraq al-qadeem,البصرة-المشراق القديم,30.49082406,47.81616005,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.034843206,10,12
891,Al-Basrah,Manawi pasha,مناوي باشا,30.50843105,47.84106138,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.041811847,12,6
24126,Al-Basrah,Hay Al Jamiah,البصرة-القبلة-حي الجامعة,30.4735456,47.80490113,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.034843206,10,6
907,Al-Basrah,Braiha,بريهة ,30.51312952,47.83821038,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.024390244,7,6
893,Al-Basrah,Kut al-hejaj,البصرة-كوت الحجاج,30.50441634,47.8008913,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.034843206,10,6
898,Al-Basrah,Al Khaleej1,البصرة-الجمعيات-حي الخليج 1,30.4881858,47.79440625,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.020905923,6,6
1295,Al-Basrah,Door Al Dubbat,دور الضباط,30.53411916,47.78872555,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.031358885,9,6
24182,Al-Basrah,Casino Lebnan,البصرة-كازينو لبنان,30.5077651,47.80811705,Markaz Al-Basrah,Al-Basrah,Al-Basrah,287,0.034843206,10,6
20340,Al-Kufa,Al Hureya,الحرية,32.10190244,44.54306633,Al-Huriya,Al-Kufa,Al-Najaf,504,0.011904762,6,6
25890,Al-Kufa,Sader 3,الصدر الثالث,32.01241003,44.40323051,Markaz Al-Kufa,Al-Kufa,Al-Najaf,504,0.029761905,15,18
20298,Al-Kufa,Al Barakiya,البراكية,32.00931304,44.40037318,Markaz Al-Kufa,Al-Kufa,Al-Najaf,504,0.134920635,68,36
20046,Al-Kufa,Al Kreishat 2,الكريشات 2,32.03102475,44.40649951,Markaz Al-Kufa,Al-Kufa,Al-Najaf,504,0.011904762,6,6
24311,Al-Kufa,Alwat Al Fahal,علوة الفحل,32.07811637,44.37170203,Markaz Al-Kufa,Al-Kufa,Al-Najaf,504,0.248015873,125,30
20304,Al-Kufa,AL-RADHAWIYA,الرضوية 1,31.96229384,44.4136399,Markaz Al-Kufa,Al-Kufa,Al-Najaf,504,0.501984127,253,114
29598,Al-Najaf,Al Salam Complex,مجمع السلام,32.17414489,44.30752607,Al-Haydariya,Al-Najaf,Al-Najaf,1418,0.130465444,185,12
34007,Al-Najaf,Hay AL Karrar,حي الكرار,32.28396373,44.27828808,Al-Haydariya,Al-Najaf,Al-Najaf,1418,0.176304654,250,24
20341,Al-Najaf,Al-Qasim,القاسم,32.31013278,44.27654775,Al-Haydariya,Al-Najaf,Al-Najaf,1418,0.042313117,60,12
25431,Al-Najaf,Hay Al Ameer,حي الامير,32.31602166,44.26900962,Al-Haydariya,Al-Najaf,Al-Najaf,1418,0.047249647,67,6
29658,Al-Najaf,Al-Shaheed Al-Sadar-Shareet,حي الشهيد الصدر-الشريط,32.07339081,44.32647878,Markaz Al-Najaf,Al-Najaf,Al-Najaf,1418,0.029619182,42,6
26015,Al-Najaf,Al-Ameriya,العامرية,31.9869246,44.31483768,Markaz Al-Najaf,Al-Najaf,Al-Najaf,1418,0.007052186,10,6
29621,Al-Najaf,Mazara Al-Hawli,مزارع الحولي,32.0964973,44.3313444,Markaz Al-Najaf,Al-Najaf,Al-Najaf,1418,0.084626234,120,24
20338,Al-Najaf,AL JEDAIDA,الجديدة 4,31.9902017,44.31782205,Markaz Al-Najaf,Al-Najaf,Al-Najaf,1418,0.039492243,56,12
20287,Al-Najaf,Al-Ghadeer Village complex,مجمع قرية الغدير,32.09036773,44.33345076,Markaz Al-Najaf,Al-Najaf,Al-Najaf,1418,0.070521862,100,6
20122,Al-Najaf,Hay missan 230,حي ميسان 230,32.06442413,44.36229196,Markaz Al-Najaf,Al-Najaf,Al-Najaf,1418,0.04583921,65,6
25568,Al-Diwaniya,Hay Al-Amin 2,حي الامين 2,32.00629877,44.84477322,Al-Saniya,Al-Diwaniya,Al-Qadissiya,354,0.031073446,11,6
25070,Al-Diwaniya,Hay Al-Hussain,حي الحسين,32.0701463,44.76765688,Al-Saniya,Al-Diwaniya,Al-Qadissiya,354,0.019774011,7,6
24436,Al-Diwaniya,Albo Hasan village,قرية البو حسن,32.02082742,44.81889837,Al-Saniya,Al-Diwaniya,Al-Qadissiya,354,0.028248588,10,12
24903,Al-Diwaniya,Hay Al Sadir 2,حي الصدر الثاني,32.00637806,44.93735746,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.02259887,8,6
2943,Al-Diwaniya,Al hamad village,قرية الحمد,32.00409165,44.99900237,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.056497175,20,18
22815,Al-Diwaniya,Hay Al Jumhori Al Sharqi,حي الجمهوري الشرقي,31.99175319,44.92138221,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.019774011,7,6
22326,Al-Diwaniya,Al Mojamaa Al Sakani,المجمع السكني,31.98188312,44.97298646,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.093220339,33,12
23681,Al-Diwaniya,Hay Al Furat-2,حي الفرات الثانية,32.02006081,44.90036536,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.016949153,6,6
23715,Al-Diwaniya,Hay Al-Hadarah,حي الحضارة,32.01567693,44.9173569,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.033898305,12,6
22452,Al-Diwaniya,Qaryat Al Ensaf,قرية الانصاف,31.99916497,45.01540678,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.050847458,18,6
25509,Al-Diwaniya,Al-Taamem-2,التأميم الثانية,31.97978115,44.94216732,Markaz Al-Diwaniya,Al-Diwaniya,Al-Qadissiya,354,0.016949153,6,6
5808,Al-Sulaymaniyah,Bazyan-shwankara,بازيان-شوانكارة,35.5657573,45.1954297,Bazian,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.002802691,35,6
5930,Al-Sulaymaniyah,Wluba 326,ولوبه 326,35.5342375,45.4295163,Qaradagh,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.01305253,163,6
23926,Al-Sulaymaniyah,Dargazen,دركزين,35.5523088,45.4402254,Qaradagh,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.003122998,39,6
21021,Al-Sulaymaniyah,Sabun karan Qt,صابن كران,35.5540113,45.4456441,Qaradagh,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.00512492,64,6
5122,Al-Sulaymaniyah,Arbat-Kharajian,عربت-خرجيان,35.4650972,45.567977,Qaradagh,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.000560538,7,6
5744,Al-Sulaymaniyah,Bardakar,برده كر,35.4513021,45.4479993,Qaradagh,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.004724536,59,6
21033,Al-Sulaymaniyah,Tavga,تافكا,35.5983231,45.3944926,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.007206919,90,6
21036,Al-Sulaymaniyah,Farmanbaran,فرمانبران,35.5897164,45.4053795,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.01305253,163,6
5737,Al-Sulaymaniyah,Awbara,اوبارة,35.5515613,45.3801727,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.015534914,194,6
33357,Al-Sulaymaniyah,Mushirawa 406 & 206,موشيراوا 406&206,35.5571112,45.416484,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.004083921,51,6
4441,Al-Sulaymaniyah,Sarchnar,سرجنار,35.5802839,45.3835801,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.034593209,432,6
33348,Al-Sulaymaniyah,Chwar chra New,جوار جرا نوي,35.5465155,45.3972155,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.001040999,13,6
24816,Al-Sulaymaniyah,Saib City,صائب ستي,35.5342187,45.4131846,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.018818065,235,6
24255,Al-Sulaymaniyah,Sarwary 142,سرورى 142,35.5834097,45.416355,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.008327995,104,6
31982,Al-Sulaymaniyah,Handren 109,هندرين 109,35.5662087,45.4024649,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.003283152,41,6
31988,Al-Sulaymaniyah,Khwar kurdsat 134,خوار كوردسات 134,35.5827336,45.4378381,Sarchnar,Al-Sulaymaniyah,Al-Sulaymaniyah,12488,0.005044843,63,6
21719,Chamchamal,Shahidan,شهيدان,35.7458189,44.8987014,Agjalare,Chamchamal,Al-Sulaymaniyah,1692,0.003546099,6,6
3461,Chamchamal,hashazini,هةشة زيني,35.4038402,45.1180675,Cenkaw,Chamchamal,Al-Sulaymaniyah,1692,0.003546099,6,6
33380,Chamchamal,Awa Spi,اوا سبي,35.0232578,45.1011726,Kadr Karam,Chamchamal,Al-Sulaymaniyah,1692,0.021867612,37,6
24894,Chamchamal,Chamchamal-Raparin,جمجمال-رابرين,35.52360502,44.822298,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.108747045,184,24
6159,Chamchamal,Chamchamal-Rizgari,جمجمال-رزكاري,35.53982645,44.8236395,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.019503546,33,12
21976,Chamchamal,Ashti,آشتي,35.53578579,44.8256465,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.054964539,93,6
24688,Chamchamal,Asuda,اسودة,35.5269308,44.8137438,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.108747045,184,6
21717,Chamchamal,Qadir Kir Mikan,قادركرميكان,35.5037607,44.8523393,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.046099291,78,6
24250,Chamchamal,Qarahanjiriakan,قرهنجيريكان,35.5032536,44.8426528,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.022458629,38,6
4933,Chamchamal,Piryadi,بيريادى,35.5130974,44.8489363,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.066193853,112,12
20813,Chamchamal,SANGAWIAKAN,سنكاويكان,35.51058,44.8367107,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.034869976,59,6
24813,Chamchamal,Takya-Azadi,تكية-ازادى,35.6238672,44.9548877,Markaz Chamchamal,Chamchamal,Al-Sulaymaniyah,1692,0.020685579,35,6
6301,Derbendikhan,Hawara barza,هواربرزة,35.1241329,45.6826464,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.085470085,90,24
24251,Derbendikhan,Kanito,كانى توو,35.1124805,45.6896322,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.108262108,114,12
29515,Derbendikhan,Shoresh,شورش,35.1140736,45.6796988,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.021842355,23,12
24670,Derbendikhan,Sara,سرا,35.1079729,45.6886106,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.075973409,80,6
24253,Derbendikhan,Campe khwarw,كمبى خوارو,35.0974312,45.6949014,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.032288699,34,12
29517,Derbendikhan,Khelan,خيلان,35.1101359,45.6839061,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.106362773,112,12
22996,Derbendikhan,Mamostayan,ماموستايان,35.3198684,45.6948361,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.038936372,41,6
23078,Derbendikhan,Rezgari,رزكاري,35.3217373,45.6791641,Markaz Derbendikhan,Derbendikhan,Al-Sulaymaniyah,1053,0.054131054,57,42
5000,Dokan,Shekh Mansourian,شيخ منصوريان,36.07103,44.7817368,Gnareen,Dokan,Al-Sulaymaniyah,774,0.009043928,7,6
23721,Dokan,Chawa spy,جوسبى,35.9313984,44.9690877,Gnareen,Dokan,Al-Sulaymaniyah,774,0.067183463,52,6
23923,Dokan,Sarcham,سرجم,35.9279122,44.9622742,Gnareen,Dokan,Al-Sulaymaniyah,774,0.034883721,27,6
23924,Dokan,Banwan,بانوان,35.9328361,44.9642292,Gnareen,Dokan,Al-Sulaymaniyah,774,0.036175711,28,12
5068,Dokan,Topzawa,توبزاوا,35.9572654,44.9861496,Sourdash,Dokan,Al-Sulaymaniyah,774,0.012919897,10,6
24554,Dokan,Tokma,توكمة,35.7246294,45.1440548,Sourdash,Dokan,Al-Sulaymaniyah,774,0.025839793,20,6
24213,Dokan,Sara,سرا,35.7270477,45.1524679,Sourdash,Dokan,Al-Sulaymaniyah,774,0.127906977,99,24
23333,Dokan,Pishowa,بيشوا,35.7378464,45.1423851,Sourdash,Dokan,Al-Sulaymaniyah,774,0.118863049,92,6
6305,Dokan,Shaheedan,شهيدان,35.7314435,45.1374075,Sourdash,Dokan,Al-Sulaymaniyah,774,0.055555556,43,6
3593,Dokan,Timar,تيمار,35.8574417,45.0769418,Sourdash,Dokan,Al-Sulaymaniyah,774,0.010335917,8,6
5238,Dokan,Mergapan,ميركبان,35.7956429,45.2535359,Sourdash,Dokan,Al-Sulaymaniyah,774,0.04005168,31,12
22460,Halabcha,Ardalan,اردلان,35.2991993,46.0343419,Khourmal,Halabcha,Al-Sulaymaniyah,613,0.014681892,9,6
21862,Halabcha,Gulan,كولان ,35.1744373,45.9810664,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.060358891,37,6
21961,Halabcha,Kani ishqan,كاني عيشقان,35.1696168,45.983114,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.128874388,79,6
21863,Halabcha,Mamostaian,ماموستايان,35.1822314,45.993632,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.014681892,9,6
21857,Halabcha,Sharwani,شارواني,35.1891217,45.9950623,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.045676998,28,6
21962,Halabcha,Marzboto,مرزى بوتو,35.1819165,45.9844709,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.021207178,13,12
21960,Halabcha,Farmanbaran,فرمانبران,35.185482,45.9802875,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.026101142,16,6
25757,Halabcha,Darwazay Shar,دروازي شار,35.1993777,45.9665141,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.037520392,23,6
31863,Halabcha,Shahidan,شهيدان,35.2543788,45.9398683,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.019575856,12,6
31862,Halabcha,Raparine,رابرين,35.2555589,45.9361248,Markaz Halabja,Halabcha,Al-Sulaymaniyah,613,0.070146819,43,6
